FIPS,EP_POV150,EP_UNEMP,EP_NOHSDP,EP_NOVEH,EP_LIMENG,EP_MINRTY
25009268400,6.8,8.7,1.6,5.7,0.0,9.2
25009269100,9.6,2.2,2.3,0.5,0.2,8.4
25009270100,3.0,2.9,2.3,3.2,0.3,5.8
25009990100,,,,,,
25011040100,13.9,4.3,6.9,1.7,0.4,7.5
25011040200,14.2,4.2,4.9,1.9,0.4,7.7
25011040300,10.6,3.8,8.8,3.3,0.0,10.1
25011040400,16.8,6.5,5.4,3.8,0.4,9.3
25011040501,29.2,12.0,5.7,8.6,1.3,10.2
25011040502,31.1,5.0,12.7,12.6,0.6,8.3
25011040600,13.1,6.5,3.3,1.5,0.1,13.2
25011040701,25.8,5.4,6.2,14.1,2.5,12.8
25011040702,17.1,3.4,7.8,6.2,0.2,5.8
25011040800,22.6,8.1,4.4,4.6,1.1,17.6
25011040900,12.0,4.0,2.5,5.9,0.8,12.2
25011041000,25.7,4.8,8.6,6.9,1.1,16.0
25011041100,11.2,5.2,6.0,5.1,0.5,6.3
25011041200,13.5,4.6,6.0,3.1,2.6,8.2
25011041301,37.1,6.7,5.9,19.0,3.8,9.6
25011041302,32.8,3.0,16.1,17.2,0.0,17.1
25011041400,38.6,8.0,11.7,28.2,6.1,22.7
25011041501,12.2,6.5,3.0,3.8,0.0,6.5
25011041502,17.4,5.5,3.7,5.0,0.7,12.3
25013800101,28.6,4.2,17.6,13.8,9.1,66.5
25013800102,34.9,8.0,23.4,16.3,9.2,69.3
25013800201,28.3,5.7,14.6,13.6,2.9,71.3
25013800202,26.8,8.3,12.3,6.0,13.5,58.6
25013800300,29.2,17.7,20.9,11.6,7.7,70.6
25013800400,24.8,10.7,19.5,15.7,9.3,76.4
25013800500,23.5,4.5,29.6,11.7,18.4,74.3
25013800600,72.7,24.8,41.7,36.6,21.1,94.0
25013800700,66.2,17.4,47.9,46.4,19.8,98.1
25013800800,64.7,30.3,44.5,44.0,20.1,96.6
25013800900,65.2,13.0,37.2,48.9,22.0,94.4
25013801101,70.3,11.9,23.7,49.3,23.0,80.5
25013801102,41.5,0.0,29.8,37.1,24.5,81.1
25013801200,71.9,9.0,21.0,63.9,14.3,85.4
25013801300,46.4,8.8,21.7,31.5,13.8,90.6
25013801401,51.9,9.0,20.9,17.9,15.5,92.6
25013801402,30.7,8.5,20.2,13.0,7.6,79.5
25013801501,22.4,13.5,18.0,22.3,3.8,78.0
25013801502,50.6,4.0,25.2,15.1,7.5,87.0
25013801503,35.1,2.4,12.9,10.2,6.5,67.5
25013801601,15.1,6.7,7.1,8.3,1.7,55.4
25013801602,23.9,3.5,11.9,12.0,3.1,54.0
25013801603,13.3,5.0,7.0,5.6,2.9,55.1
25013801604,10.7,4.8,5.5,2.4,3.9,31.3
25013801605,29.9,8.9,11.7,9.0,4.8,64.9
25013801700,46.0,8.0,22.6,19.9,4.2,72.7
25013801800,51.1,13.1,39.4,27.3,12.7,87.9
25013801901,64.8,15.6,36.8,28.3,11.0,94.6
25013801902,54.8,15.7,27.0,38.1,26.5,88.3
25013802000,58.6,13.6,47.3,42.3,23.1,86.3
25013802101,32.7,7.4,19.4,11.0,8.1,47.0
25013802200,62.3,5.3,24.2,29.2,13.4,87.5
25013802300,39.1,14.4,24.9,12.1,12.2,83.5
25013802400,10.9,1.7,14.7,4.7,1.4,35.4
25013802500,16.5,5.3,5.7,3.2,3.2,47.7
25013802601,32.3,6.4,16.1,11.6,8.4,67.9
25013802602,13.4,4.5,9.1,9.2,2.4,35.0
25013810100,16.1,3.6,17.1,9.1,1.4,20.8
25013810200,20.6,4.4,5.4,4.8,0.0,8.0
25013810300,10.9,5.2,12.9,4.8,0.6,18.4
25013810403,32.0,4.6,16.1,10.4,12.3,26.6
25013810404,15.3,5.8,16.6,6.5,8.3,11.5
25013810412,14.7,2.7,8.9,2.4,3.9,12.7
25013810414,10.0,3.8,10.8,4.8,1.6,11.1
25013810601,26.0,3.2,18.5,9.7,2.8,25.0
25013810602,12.1,3.4,14.3,1.8,0.5,3.1
25013810700,27.9,11.7,14.6,8.7,6.0,42.9
25013810800,22.4,6.7,16.2,19.6,2.8,40.3
25013810901,40.9,3.3,14.2,22.9,7.8,62.9
25013810902,24.2,11.7,12.3,11.5,2.6,33.4
25013811000,9.7,2.3,9.7,8.8,3.9,23.3
25013811101,36.7,5.1,17.2,20.3,2.1,47.1
25013811102,22.2,8.2,17.9,6.3,4.9,48.9
25013811200,13.8,4.7,13.8,11.9,0.9,16.2
25013811301,12.3,1.9,12.4,8.2,0.3,21.5
25013811302,24.6,6.2,5.5,9.5,0.2,21.1
25013811400,53.5,10.2,36.4,33.4,16.5,94.6
25013811500,77.9,32.6,40.1,33.9,16.7,91.9
25013811600,63.0,10.4,37.3,42.2,32.9,94.2
25013811700,49.2,13.4,42.5,31.2,17.8,83.4
25013811800,35.8,4.1,19.1,14.6,7.8,67.5
25013811900,9.3,1.3,11.6,2.9,2.2,30.0
25013812001,43.1,6.4,30.2,21.7,13.6,63.2
25013812002,28.3,10.4,15.7,10.0,3.4,44.7
25013812101,15.0,4.7,8.0,2.6,2.5,22.9
25013812103,45.2,4.6,18.1,20.3,7.2,42.2
25013812104,36.5,2.5,17.4,16.1,6.9,48.7
25013812201,30.9,3.7,10.3,13.5,6.7,29.8
25013812202,25.5,6.6,8.9,9.4,1.8,32.6
25013812300,38.6,15.8,15.1,17.4,7.3,36.2
25013812401,5.8,2.5,5.7,2.8,0.8,7.1
25013812403,17.6,3.5,12.3,12.3,4.3,29.6
25013812404,7.2,3.8,4.6,4.6,3.3,14.0
25013812500,18.4,7.0,9.6,4.5,5.7,21.0
25013812600,2.7,6.1,9.4,5.6,5.9,13.4
25013812701,29.9,6.2,13.0,11.7,4.8,23.3
25013812702,27.4,6.7,22.0,17.8,12.6,36.6
25013812800,14.0,1.3,9.0,7.8,4.3,11.5
25013812901,12.8,2.6,2.4,1.5,1.1,9.5
25013812902,6.5,0.7,3.8,4.7,1.6,13.7
25013812903,0.0,3.4,0.0,0.0,0.0,14.9
25013813001,11.7,2.7,5.5,1.1,0.0,3.0
25013813002,8.6,2.8,3.8,0.8,0.3,9.5
25013813101,8.8,3.6,2.7,2.9,0.0,10.7
25013813102,8.9,2.5,5.0,2.6,0.3,9.9
25013813204,2.5,4.7,5.5,2.6,1.0,8.1
25013813205,11.7,7.1,4.1,8.0,1.5,9.3
25013813206,13.3,4.3,3.1,1.8,0.6,8.4
25013813207,11.7,5.5,7.8,11.2,2.5,17.5
25013813208,15.1,4.6,8.0,18.7,2.6,10.7
25013813209,16.7,3.7,3.9,7.9,0.4,17.0
25013813301,5.6,4.5,2.6,2.8,0.7,10.1
25013813303,6.2,5.3,5.0,9.8,2.0,16.3
25013813304,3.2,11.0,3.1,0.0,2.2,15.8
25013813401,6.3,1.1,3.3,3.0,1.9,15.0
25013813403,9.5,6.7,5.2,16.2,2.6,17.7
25013813404,3.0,2.7,6.4,6.0,2.1,13.1
25013813500,4.2,6.9,2.5,2.4,0.4,8.6
25013813601,10.3,1.5,4.9,5.9,1.5,15.8
25013813602,2.3,0.8,0.5,1.3,0.0,10.0
25013813701,19.1,11.4,9.5,8.1,0.0,2.3
25013813702,11.5,5.4,7.4,4.2,0.2,9.1
25013813801,13.5,5.3,6.8,1.3,0.3,8.2
25013813802,13.2,3.0,3.5,3.0,0.0,19.3
25015820101,15.8,3.9,6.1,5.4,0.4,5.1
25015820102,44.3,15.4,13.5,13.8,2.3,17.3
25015820205,12.1,2.7,1.2,5.2,0.1,14.5
25015820206,16.8,3.0,4.0,1.6,0.0,9.3
25015820207,9.4,1.4,3.1,12.8,0.6,12.5
25015820300,35.8,5.9,1.5,5.9,0.3,29.2
25015820400,6.5,18.3,0.0,0.0,0.2,38.2
25015820500,42.3,8.7,2.8,26.6,1.2,25.6
25015820600,10.5,7.0,0.0,13.6,0.3,36.6
25015820700,25.1,3.8,2.6,8.2,3.2,34.7
25015820801,10.8,1.8,1.8,9.4,1.8,30.2
25015820802,,20.5,,,0.0,40.3
25015820900,9.4,3.2,6.6,4.3,0.8,7.0
25015821000,9.0,3.9,3.6,2.5,1.1,10.8
25015821101,13.9,3.6,4.4,6.0,1.0,12.8
25015821200,5.7,4.4,0.0,17.4,1.4,41.9
25015821300,10.9,3.9,5.6,5.9,1.5,11.5
25015821400,8.4,3.6,3.1,3.4,0.0,9.3
25015821500,13.7,4.7,3.7,0.5,0.0,11.3
25015821601,20.2,7.0,7.7,7.5,2.9,16.9
25015821602,18.6,3.6,5.8,11.1,1.7,15.1
25015821700,13.2,8.0,4.7,7.3,0.8,13.6
25015821901,13.7,5.7,0.9,4.1,0.1,12.8
25015821903,18.4,3.7,11.0,25.7,6.6,27.7
25015821904,14.8,3.6,3.4,12.9,1.8,16.2
25015822000,14.6,12.7,0.0,4.8,0.7,38.0
25015822200,17.7,4.7,7.3,2.8,4.0,13.6
25015822300,17.1,6.3,8.3,11.4,1.4,8.3
25015822401,7.1,4.0,3.3,3.7,1.2,12.8
25015822402,25.0,5.8,7.6,4.7,2.2,21.2
25015822500,5.4,1.8,3.7,0.7,0.4,8.8
25015822601,16.6,3.1,8.0,3.9,0.0,4.5
25015822603,5.7,5.8,3.7,1.4,0.3,7.0
25015822607,8.8,1.8,2.6,2.6,0.3,5.0
25015822700,15.3,1.6,3.0,1.9,0.7,7.0
25017300100,7.5,5.0,6.5,0.0,0.0,4.8
25017301101,10.5,6.0,5.9,4.6,1.2,21.0
25017301102,12.6,5.5,3.8,1.5,0.0,7.2
25017310101,27.4,2.4,7.4,27.4,7.9,34.7
25017310102,37.2,1.5,16.4,16.4,8.9,41.7
25017310200,19.4,5.8,18.0,10.1,9.6,60.1
25017310300,29.5,6.0,18.5,8.2,4.2,51.4
25017310400,45.0,11.4,16.3,20.6,11.8,56.8
25017310500,26.9,7.6,12.6,5.2,1.5,48.2
25017310601,11.7,1.5,12.5,12.1,5.1,34.8
25017310602,16.7,9.5,9.7,5.0,4.4,44.5
25017310700,34.8,1.0,17.8,20.5,8.1,56.8
25017311100,23.1,4.4,19.6,23.9,12.5,59.5
25017311200,37.0,3.8,29.4,30.1,23.5,81.2
25017311300,38.5,8.6,26.1,14.3,14.8,74.8
25017311400,16.1,3.7,6.3,10.3,8.4,63.3
25017311500,16.8,1.9,20.1,3.4,14.0,62.8
25017311600,17.7,5.5,20.1,7.7,12.1,51.2
25017311700,18.1,7.6,30.1,17.0,25.1,76.9
25017311800,36.2,4.4,28.8,13.6,9.7,70.5
25017311900,40.2,9.0,24.6,37.1,18.7,63.2
25017312000,37.3,12.9,28.4,20.2,15.5,58.1
25017312100,22.1,8.5,16.1,18.2,10.7,62.1
25017312200,14.6,1.7,14.9,2.7,12.0,45.4
25017312300,17.2,8.7,6.1,0.0,10.5,38.2
25017312400,39.3,11.2,29.6,24.2,12.7,37.8
25017312501,14.6,2.7,5.7,9.1,4.9,38.4
25017312502,8.9,3.5,7.4,5.1,2.3,26.2
25017313101,4.3,6.5,6.2,1.5,1.8,22.1
25017313102,8.4,3.0,4.2,2.4,1.4,18.2
25017314101,8.8,4.9,13.1,5.4,1.1,22.9
25017314102,6.9,4.5,6.2,6.4,1.8,20.8
25017314200,15.7,7.9,9.4,3.0,0.5,17.6
25017314301,11.9,4.1,7.5,5.6,2.5,17.6
25017314302,3.8,3.2,5.6,0.0,2.5,10.6
25017315100,2.9,2.2,7.0,0.5,1.5,11.5
25017315200,9.5,3.2,6.7,3.4,0.1,11.8
25017315401,10.8,14.1,9.3,8.0,2.5,13.1
25017315402,2.1,7.2,3.5,0.0,0.5,8.9
25017315403,1.9,6.3,2.5,2.3,1.1,7.2
25017315500,4.2,3.0,4.2,1.3,1.2,14.1
25017316101,3.2,6.5,4.8,0.0,0.5,12.5
25017316102,4.1,1.2,3.4,4.6,1.2,13.1
25017316201,2.1,2.6,4.9,0.4,0.9,8.3
25017316202,5.7,4.5,8.3,6.6,3.1,28.3
25017316300,8.7,3.3,4.4,5.7,2.3,31.6
25017316400,4.3,2.0,4.4,0.3,2.1,21.0
25017316500,11.9,7.9,7.5,9.6,2.9,36.6
25017317101,11.7,8.3,4.8,5.4,1.2,22.0
25017317102,7.5,2.3,5.0,0.0,2.7,24.1
25017317103,7.5,9.8,4.6,1.0,0.2,16.1
25017317201,5.7,5.5,0.9,0.0,0.9,15.7
25017317202,1.9,1.8,2.2,2.1,0.0,11.8
25017317203,9.9,1.6,4.7,8.2,2.0,23.0
25017317301,5.5,2.4,3.8,2.4,2.5,30.0
25017317302,6.4,4.9,4.5,3.6,0.9,11.5
25017318100,7.5,5.1,1.1,1.9,1.0,25.7
25017318200,4.8,1.1,2.2,1.0,0.3,34.2
25017318300,4.1,4.1,0.8,1.0,1.1,29.6
25017318400,3.8,6.0,3.3,5.1,2.1,31.2
25017320102,6.3,0.9,1.3,1.6,0.3,19.2
25017320105,4.3,4.6,1.5,3.1,2.5,21.8
25017320106,8.3,2.7,1.4,3.1,1.0,17.5
25017320107,5.7,1.8,1.4,0.6,0.9,44.3
25017321100,19.7,9.1,3.0,10.7,4.9,30.9
25017321200,21.3,1.0,7.5,5.7,16.0,40.1
25017321301,28.6,9.2,27.1,19.9,14.7,44.7
25017321302,8.2,3.4,4.9,12.0,5.2,27.5
25017321400,6.9,2.4,5.0,11.5,5.4,38.6
25017321500,17.6,5.9,12.5,6.3,9.8,38.4
25017321600,6.6,7.4,12.8,2.4,9.2,44.2
25017322100,0.7,4.6,9.2,0.6,2.0,20.5
25017322200,9.5,2.6,7.3,5.7,3.5,16.3
25017322300,20.0,5.6,13.7,5.4,9.1,21.8
25017322400,4.3,4.0,7.9,3.7,2.7,11.3
25017323101,2.7,6.8,0.7,5.0,0.0,12.2
25017323102,8.5,0.7,1.8,0.0,0.0,22.7
25017324101,6.9,5.6,6.6,0.4,0.3,14.5
25017324102,7.6,5.5,0.4,1.1,0.0,12.4
25017325101,4.6,9.1,4.2,0.9,1.0,18.4
25017325102,13.6,1.9,15.1,5.7,2.3,30.9
25017326101,7.5,5.3,5.0,5.3,0.6,14.7
25017326102,9.3,4.5,3.6,2.7,1.2,13.8
25017327101,3.2,2.6,2.7,0.0,0.0,6.7
25017327102,5.0,6.1,3.5,0.9,2.1,14.6
25017327103,15.2,2.6,4.1,6.7,2.9,21.7
25017328100,3.2,5.9,1.9,0.4,0.4,10.6
25017330101,4.7,0.9,0.0,2.0,1.1,9.1
25017330102,2.5,4.3,4.8,5.8,0.4,12.3
25017330201,2.2,9.9,3.4,2.1,1.9,9.4
25017330202,4.9,6.6,3.2,4.3,3.3,16.7
25017331101,2.8,6.4,1.7,0.8,0.9,17.0
25017331102,1.0,3.2,2.3,2.9,0.6,6.7
25017331200,3.0,3.1,5.9,4.2,0.4,8.7
25017331300,18.7,5.8,5.6,10.1,1.0,21.1
25017332100,2.0,3.1,4.0,2.0,1.3,20.1
25017332201,5.6,14.5,3.1,4.1,0.3,22.5
25017332202,14.8,1.6,3.6,5.0,2.5,25.9
25017332300,11.0,2.3,0.7,1.4,2.2,24.2
25017332401,6.8,4.5,6.7,3.1,0.8,30.8
25017332402,17.1,3.5,4.2,5.9,3.5,29.5
25017333100,7.5,6.7,4.2,10.1,1.0,20.7
25017333200,9.6,5.0,1.5,10.5,2.8,20.2
25017333300,12.8,3.6,8.5,10.5,9.6,18.0
25017333400,9.3,11.7,7.4,3.2,1.1,15.8
25017333501,11.6,5.0,5.9,1.6,1.6,28.2
25017333502,17.5,15.2,10.1,5.5,17.1,37.5
25017333601,14.9,5.5,6.7,0.7,3.1,35.8
25017333602,13.7,6.5,8.3,8.2,3.4,38.5
25017334100,4.9,3.6,1.0,3.8,0.3,13.7
25017334200,7.8,1.6,3.5,7.1,1.6,7.2
25017334300,4.4,4.0,3.6,2.5,1.1,10.4
25017334400,7.3,1.3,5.5,11.2,4.0,22.6
25017335100,9.6,6.3,4.5,5.9,0.6,5.7
25017335200,6.1,1.3,2.7,2.2,0.5,11.4
25017335301,8.4,2.1,7.0,8.6,1.4,14.9
25017335302,7.0,4.7,1.2,2.6,0.6,8.4
25017335400,3.5,5.7,7.1,1.7,1.1,15.8
25017336100,11.2,2.8,6.7,18.8,1.4,23.4
25017336201,5.6,4.5,5.7,0.0,0.3,6.4
25017336202,4.0,2.6,2.6,4.1,0.0,8.7
25017336300,4.5,3.7,1.3,5.1,1.8,12.0
25017336402,9.7,7.4,4.7,15.1,6.0,32.1
25017336403,10.0,3.4,9.6,7.1,2.4,36.1
25017336404,9.3,1.6,6.4,2.2,2.2,37.2
25017337101,7.6,5.2,2.0,8.9,1.6,25.7
25017337102,7.6,3.9,4.8,0.7,0.4,13.7
25017337201,12.1,4.8,4.6,6.8,5.0,15.3
25017337202,4.5,4.0,6.0,6.2,5.3,14.9
25017337300,7.8,0.5,6.1,2.8,0.9,22.7
25017338100,2.8,3.5,2.5,1.8,3.5,28.1
25017338200,7.8,5.4,3.5,5.9,3.4,42.1
25017338300,10.8,2.4,2.7,17.8,1.2,14.4
25017338400,3.4,3.4,1.5,0.7,1.1,30.7
25017338500,6.4,2.3,3.2,5.9,0.0,16.0
25017339101,20.7,3.8,12.3,30.6,10.3,39.3
25017339102,5.5,1.3,3.0,1.2,0.7,7.3
25017339200,5.4,7.9,3.6,7.7,0.9,17.2
25017339300,16.4,1.8,4.1,10.8,2.6,47.8
25017339400,19.3,7.2,5.3,10.0,2.3,19.2
25017339500,16.1,3.0,11.2,9.4,3.4,29.0
25017339600,12.3,1.9,9.5,12.5,11.3,37.4
25017339700,20.1,1.4,15.6,20.3,9.0,43.3
25017339802,21.5,0.0,3.6,2.8,6.6,43.4
25017339803,15.4,7.6,1.8,16.6,5.1,39.5
25017339804,3.0,0.5,6.4,4.2,7.9,44.0
25017339900,12.0,2.5,2.9,11.1,2.5,26.6
25017340000,14.7,3.7,10.1,6.0,3.9,38.5
25017340100,4.8,10.0,8.4,6.6,2.3,33.8
25017341101,13.6,4.0,7.4,8.6,11.1,54.5
25017341102,26.2,7.9,9.7,27.2,9.3,40.1
25017341200,13.7,11.7,15.8,7.5,16.9,53.6
25017341301,26.9,1.7,5.2,43.8,9.1,77.4
25017341302,7.0,8.5,13.5,15.4,9.1,42.4
25017341400,18.8,2.5,13.3,11.5,14.8,61.7
25017341500,18.7,9.0,10.9,14.8,12.1,72.5
25017341600,20.6,2.4,14.6,27.9,11.5,45.2
25017341700,10.9,8.4,16.5,16.0,7.7,54.5
25017341800,34.4,9.0,24.4,22.1,16.2,70.9
25017341901,19.5,3.1,7.2,5.8,11.7,39.2
25017341903,16.0,3.2,4.6,3.7,5.6,46.2
25017341904,31.6,15.7,12.8,12.2,14.2,52.7
25017342101,29.2,4.8,16.0,15.7,10.8,54.0
25017342102,23.1,1.1,24.1,19.9,13.0,67.3
25017342201,21.8,8.9,17.6,35.9,24.3,65.5
25017342202,27.9,3.1,17.6,17.9,22.1,71.1
25017342301,19.2,22.1,33.7,11.6,15.6,71.2
25017342302,12.4,1.8,27.5,12.3,18.9,52.8
25017342401,30.1,6.3,16.7,20.2,13.0,63.2
25017342402,53.0,0.0,7.7,9.9,13.1,57.7
25017342501,26.3,11.1,21.7,13.7,20.7,55.3
25017342502,37.5,7.9,9.5,25.9,8.4,41.1
25017342600,10.0,6.9,24.9,26.3,13.4,58.5
25017350105,8.8,4.3,15.2,14.3,10.5,21.6
25017350106,11.2,2.6,1.8,22.1,2.4,41.4
25017350107,10.8,0.0,14.5,9.5,13.2,34.6
25017350108,30.3,4.4,13.4,10.6,13.5,38.1
25017350109,16.6,3.3,17.6,33.2,25.0,54.9
25017350201,12.7,4.5,18.1,11.5,10.3,41.8
25017350202,8.2,2.4,4.5,7.0,7.7,31.8
25017350300,11.1,0.4,8.0,21.5,2.1,32.7
25017350400,7.4,1.5,3.4,14.8,0.5,24.9
25017350500,6.3,4.0,3.1,19.7,1.1,11.6
25017350600,19.7,3.9,2.0,17.4,0.5,31.0
25017350701,16.6,2.4,2.0,25.7,1.1,11.0
25017350702,37.6,0.2,20.1,43.6,4.7,45.8
25017350800,8.8,3.2,2.2,13.2,0.8,20.8
25017350900,9.9,1.5,1.6,25.6,0.9,25.1
25017351001,10.8,4.6,0.9,33.7,0.5,23.9
25017351002,12.7,1.6,4.9,18.7,4.2,33.2
25017351101,16.0,4.6,7.6,25.2,4.0,19.1
25017351102,8.3,0.8,0.5,16.9,0.1,27.8
25017351203,13.6,2.2,3.2,21.6,3.1,24.5
25017351204,7.8,1.4,5.4,18.8,4.3,33.1
25017351300,17.1,3.1,11.0,26.8,5.7,22.9
25017351403,27.1,0.9,18.1,26.1,14.9,40.7
25017351404,16.8,6.1,12.7,22.7,8.4,46.2
25017351500,21.7,5.7,14.8,31.3,12.4,44.9
25017352101,19.4,2.2,2.6,44.9,1.8,53.6
25017352102,10.7,10.2,9.8,25.1,0.5,37.6
25017352200,39.2,5.8,9.5,46.6,6.3,45.4
25017352300,11.9,0.0,2.2,36.0,0.4,47.2
25017352400,41.0,7.3,17.8,39.1,8.6,82.7
25017352500,11.5,3.3,6.2,43.0,1.3,42.3
25017352600,15.2,2.1,9.7,34.4,4.4,39.2
25017352700,29.4,2.3,12.8,32.9,6.6,51.0
25017352800,8.9,2.6,9.6,41.4,3.8,48.5
25017352900,11.5,4.4,4.2,21.1,0.6,30.5
25017353000,21.0,4.7,5.1,41.1,1.8,38.5
25017353101,28.3,5.6,9.2,64.1,4.1,56.5
25017353102,23.0,3.5,0.4,58.0,0.9,58.6
25017353200,17.9,5.0,3.9,38.4,1.4,44.2
25017353300,11.2,1.7,0.8,23.8,0.3,39.0
25017353600,14.1,4.8,1.8,35.4,0.1,33.3
25017353700,19.8,3.5,2.9,44.4,1.9,44.5
25017353800,11.3,1.9,2.0,51.3,0.4,43.9
25017353900,38.1,4.5,2.7,62.2,1.4,51.6
25017354000,25.7,2.4,0.0,35.6,0.2,30.5
25017354100,7.5,1.4,2.1,33.1,0.6,27.5
25017354200,5.3,0.9,0.0,8.2,1.3,32.4
25017354300,8.2,3.2,3.5,16.3,0.4,33.3
25017354400,6.5,6.7,1.5,6.0,0.6,22.8
25017354500,10.4,1.0,2.4,32.8,0.0,28.4
25017354601,19.0,1.7,0.8,30.9,2.6,40.8
25017354602,11.1,2.2,3.4,21.2,2.8,52.4
25017354700,5.2,3.2,1.3,22.4,0.6,37.9
25017354800,10.6,1.8,0.4,19.3,0.6,30.0
25017354901,9.7,1.3,2.0,22.7,2.9,59.6
25017354902,21.9,1.6,11.9,12.4,8.5,55.7
25017355000,7.9,5.1,2.4,20.4,0.9,36.7
25017356100,3.5,2.9,3.7,7.7,1.1,24.5
25017356300,7.9,4.1,2.8,5.8,1.3,30.8
25017356400,7.9,6.6,1.6,7.5,2.3,21.6
25017356500,6.6,4.2,3.1,9.3,1.4,25.7
25017356601,8.8,4.8,4.3,12.7,1.8,24.4
25017356602,8.6,0.2,4.1,8.9,1.5,17.3
25017356701,10.7,2.1,2.0,10.7,0.7,29.8
25017356703,13.2,5.7,0.4,22.3,3.4,22.8
25017356704,5.7,0.0,5.0,7.9,0.3,37.9
25017357100,3.8,6.7,2.6,7.4,1.3,31.9
